key,label,namespace,milestone,tooltip_seed
ui.item.pickaxe,Pickaxe,ui.item,M3,Mining tool. A weapon in a pinch
ui.item.shovel,Shovel,ui.item,M3,Rubble and soil
ui.item.hammer,Hammer,ui.item,M3,Construction tool
ui.item.wrench,Wrench,ui.item,M3,Machinery and repair
ui.item.drill,Drill,ui.item,M3,Powered cutting. Fast salvage
ui.item.axe,Axe,ui.item,M3,"Cutting, and chopping"
ui.item.cutter,Cutting torch,ui.item,M3,Opens a hull. Opens a wall
ui.item.pistol,Sidearm,ui.item,M3,"Short range, always to hand"
ui.item.rifle,Rifle,ui.item,M3,The standard ranged weapon
ui.item.shotgun,Scattergun,ui.item,M3,"Devastating close, useless far"
ui.item.crossbow,Crossbow,ui.item,M3,"Silent, slow, makeable"
ui.item.grenade,Grenade,ui.item,M3,"Area damage, and friendly fire"
ui.item.shield,Shield,ui.item,M3,Melee defence
ui.item.helmet,Helmet,ui.item,M3,Protects the head
ui.item.vest,Vest,ui.item,M3,Torso armour
ui.item.jacket,Jacket,ui.item,M3,Warmth and a little protection
ui.item.mask,Mask,ui.item,M3,Filters what you would rather not breathe
ui.item.boots,Boots,ui.item,M3,Pace and protection
ui.item.pack,Pack,ui.item,M3,Carry more on a caravan
ui.item.flashlight,Torch,ui.item,M3,Portable light
ui.item.radio,Radio,ui.item,M3,Talk at distance
ui.item.compass,Compass,ui.item,M3,Travel without getting lost
ui.item.binoculars,Binoculars,ui.item,M3,See further than you can shoot
ui.item.toolkit,Toolkit,ui.item,M3,"Better work, faster"
ui.item.canteen,Canteen,ui.item,M3,"Water, carried"
ui.item.bedroll,Bedroll,ui.item,M3,Sleep away from home
ui.terrain.grass,Grass,ui.terrain,M1,"The living surface. Trees grow here and nothing else"
ui.terrain.bareearth,Bare Earth,ui.terrain,M1,"Soil with the grass worn off it"
ui.terrain.gravel,Gravel,ui.terrain,M1,"Stony ground. Poor soil, firm footing"
ui.terrain.sand,Sand,ui.terrain,M1,"Loose and barren. What a riverbed is made of"
ui.terrain.marsh,Marsh,ui.terrain,M1,"Wet ground fringing water. Crossed at three quarters pace"
ui.terrain.water.shallow,Shallow Water,ui.terrain,M1,"Wadeable, at a third of walking pace. Nothing can be built on it without a bridge"
ui.terrain.water.deep,Deep Water,ui.terrain,M1,"Out of your depth. Colonists will not enter it and paths go round"
ui.terrain.rock,Rock,ui.terrain,M1,"Natural stone. Mined, not cleared"
ui.terrain.subsoil,Subsoil,ui.terrain,M1,"The band between soil and rock. Cheap to dig"
ui.terrain.bedrock,Bedrock,ui.terrain,M1,"The floor of the world. Deliberately punitive to mine"
ui.terrain.packedgravel,Packed Gravel,ui.terrain,M3,"Stony ground, packed hard. Firm footing, poor soil"
ui.terrain.tree.conifer,Conifer,ui.terrain,M3,"An evergreen of the meadow. Chopped for wood"
ui.terrain.tree.broadleaf,Broadleaf,ui.terrain,M3,"A broad-crowned tree of the meadow. Chopped for wood"
ui.terrain.carrot,Carrot,ui.terrain,M3,"A root vegetable of the meadow. Grown in zones, cut at full growth"
ui.settings.panel,Settings,ui.settings,M1,"What the game does, not what the colony does"
ui.settings.graphics,Graphics,ui.settings,M1,"How the world is drawn. None of it reaches the simulation"
ui.settings.interface,Interface,ui.settings,M1,"How the interface itself is drawn and how large it is"
ui.settings.uiscale,Interface scale,ui.settings,M1,"How large the HUD is drawn. Larger type covers more of the board"
ui.settings.shadows,Shadows,ui.settings,M1,"Whether people and buildings cast shadows on the ground"
ui.settings.surround,Surrounding land,ui.settings,M1,"The land carried past the rim so the board does not end in mid-air"
ui.settings.grass,Grass tufts,ui.settings,M1,"Tufts strewn over the meadow. Decoration, in no cell and no save"
ui.settings.relief,Ground relief,ui.settings,M1,"The roll of the drawn ground. The cells underneath stay flat"
ui.settings.seethrough,See through to selection,ui.settings,M1,"Fade whatever stands between the camera and a selected colonist"
ui.settings.cutaway,Cut away the ceiling,ui.settings,M3,"See into rooms on this layer. Off shows the floor above you"
ui.settings.keys,Keys,ui.settings,M3,"Every key the game reads, and what each one may be changed to"
ui.settings.resetkeys,Reset keys to defaults,ui.settings,M3,"Put every action back on the key it shipped with"
ui.keys.forward,Camera forward,ui.keys,M3,"Move the camera up the screen"
ui.keys.back,Camera back,ui.keys,M3,"Move the camera down the screen"
ui.keys.right,Camera right,ui.keys,M3,"Move the camera right along the screen"
ui.keys.left,Camera left,ui.keys,M3,"Move the camera left along the screen"
ui.keys.turnleft,Turn camera left,ui.keys,M3,"Orbit the view anticlockwise while held"
ui.keys.turnright,Turn camera right,ui.keys,M3,"Orbit the view clockwise while held"
ui.keys.sliceup,Slice up,ui.keys,M3,"Step the visible layer up one"
ui.keys.slicedown,Slice down,ui.keys,M3,"Step the visible layer down one"
ui.keys.cycleabove,Cycle above-slice view,ui.keys,M3,"Step through how the layers above the slice are drawn"
ui.keys.frame,Frame the map,ui.keys,M3,"Pull the camera back until the whole board is in view"
ui.keys.pause,Pause,ui.keys,M3,"Stop the clock, or start it again"
ui.keys.speed1,Speed one,ui.keys,M3,"Run the clock at its first speed"
ui.keys.speed2,Speed two,ui.keys,M3,"Run the clock at its second speed"
ui.keys.speed3,Speed three,ui.keys,M3,"Run the clock at its third speed"
ui.keys.mine,Mine tool,ui.keys,M3,"Arm the mine designation"
ui.keys.fell,Chop tool,ui.keys,M3,"Arm the chop trees designation"
ui.keys.cancel,Cancel tool,ui.keys,M3,"Arm the cancel designation"
ui.keys.growzone,Growing zone tool,ui.keys,M3,"Arm the growing-zone designation"
ui.keys.build,Build palette,ui.keys,M3,"Open and close the Build palette"
ui.keys.debugmenu,Debug menu,ui.keys,M3,"Open the debug menu"
ui.keys.worktab,Work tab,ui.keys,M3,"Open the work priority grid"
ui.keys.almanac,Almanac,ui.keys,M3,"Open and close the Almanac reference browser"
ui.keys.animals,Animals,ui.keys,WL,"Open and close the Animals tab"
ui.animals.kind,Kind,ui.animals,WL,"What sort of animal it is"
ui.animals.doing,Doing,ui.animals,WL,"Wandering or resting"
ui.animals.empty,No animals on the board,ui.animals,WL,"The Animals tab with nothing to list"
ui.settings.audio,Audio,ui.settings,M3,"How loud each part of the game is. Stored on the machine, in decibels"
ui.settings.camspeed,Camera speed,ui.settings,M3,"How fast the camera pans and zooms, as a share of its tuned speed"
ui.settings.buildlayout,Build palette layout,ui.settings,M3,"Which of the three shapes the Build palette takes: rows, rail or bar"
ui.settings.developer,Developer overlay,ui.settings,M3,"The frame-time and draw-call readout, kept on the machine between sessions"
ui.debug.panel,Debug,ui.debug,M3,"Debug-only actions: not saved and not for a shipping build"
ui.debug.spawnpawn,Spawn colonist,ui.debug,M3,"Adds a colonist with no scenario and no starting kit"
ui.debug.givewood,Give wood,ui.debug,M3,"Adds 50 wood near the camera"
ui.debug.givestone,Give stone,ui.debug,M3,"Adds 50 stone near the camera"
ui.debug.givefood,Give food,ui.debug,M3,"Adds 50 meals near the camera"
ui.debug.tab.cheats,Cheats,ui.debug,M3,"The overlay toggle and the grants"
ui.debug.tab.events,Events,ui.debug,M3,"One row per event the content declares, each fired on click"
ui.debug.tab.spawn,Spawn,ui.debug,AN,"Colonists and animals, placed near the camera"
ui.debug.skipday,Skip one day,ui.debug,GR,"Spends one whole game day of ticks at once"
ui.debug.skipmorning,Skip to morning,ui.debug,GR,"Skips the night and hands the clock back at dawn"
ui.debug.ripen,Ripen crops,ui.debug,GR,"Brings every standing crop to ripeness at once"
ui.debug.spawnhog,Spawn midden hog,ui.debug,AN,"Adds a wild midden hog near the camera"
ui.debug.spawnrat,Spawn duct rat,ui.debug,AN,"Adds a duct rat near the camera"
ui.debug.marktrace,Mark this moment,ui.debug,PT,"Writes a marker into the performance trace, so the seconds around now can be found"
ui.debug.trace,Performance trace,ui.debug,PT,"Stops or starts the per-second performance trace this session writes"
ui.settings.display,Display,ui.settings,M3,"How the frame is paced and how large it is drawn"
ui.settings.detail,Detail,ui.settings,M3,"What the board is drawn with. None of it reaches the simulation"
ui.settings.vsync,VSync,ui.settings,M3,"Match the screen's refresh rate. Stops tearing, and paces the frame"
ui.settings.framecap,Frame rate cap,ui.settings,M3,"The ceiling on frames a second. A rate the machine can hold beats a higher one that swings"
ui.settings.renderscale,Render scale,ui.settings,M3,"How large the world is drawn before it is scaled to the window. The interface stays sharp"
ui.settings.antialias,Anti-aliasing,ui.settings,M3,"Smooth the stepped edges of the board. The most expensive thing on this page"
ui.settings.shadowdist,Shadow distance,ui.settings,M3,"How far from the camera shadows are still drawn"
ui.settings.displaymode,Display mode,ui.settings,M3,"Fullscreen, borderless or a window"
ui.settings.resolution,Resolution,ui.settings,M3,"How many pixels the game is drawn at. Only a built game can change it"
ui.settings.exit,Exit game,ui.settings,M3,"Leave the game. The row asks twice, because leaving is not undoable"
ui.settings.gameplay,Gameplay,ui.settings,MS,"What the game does for you while you play"
ui.settings.autosave,Autosave,ui.settings,MS,"How often the colony is written over its own save. Off writes nothing unless you ask"
ui.settings.volume.master,Master volume,ui.settings,M3,"Everything at once"
ui.settings.volume.music,Music volume,ui.settings,M3,"What plays under the game"
ui.settings.volume.ambience,Ambience volume,ui.settings,M3,"The sound of the place itself"
ui.settings.volume.effects,Effects volume,ui.settings,M3,"Axes, picks and the noises of work"
ui.settings.volume.alerts,Alerts volume,ui.settings,M3,"What asks for attention"
ui.session.newgame,New game,ui.session,MS,"Start a colony on a fresh board"
ui.session.load,Load,ui.session,MS,"Open a saved colony. The list reads each file's header, never its body"
ui.session.save,Save,ui.session,MS,"Write this colony over the save it came from. Names one the first time"
ui.session.saveas,Save as,ui.session,MS,"Write this colony to a save of its own, leaving the one it came from alone"
ui.session.quittomenu,Quit to main menu,ui.session,MS,"Put this colony down and go back to the start screen"
ui.session.autosave,Autosaved,ui.session,MS,"The game wrote this colony over its own save by itself"
ui.prompt.savename,Name this save,ui.prompt,MS,"What to call it. The name is the file, so two saves of one name are one save"
ui.prompt.overwrite,Overwrite,ui.prompt,MS,"Write over the save already using this name. It asks twice"
ui.prompt.cancel,Cancel,ui.prompt,MS,"Leave without writing anything"
ui.prompt.saveandleave,Save and leave,ui.prompt,MS,"Write this colony over its own save, then go"
ui.prompt.leaveunsaved,Leave without saving,ui.prompt,MS,"Go now. Anything since the last save is lost"
ui.start.screen,Odyssey,ui.start,MS,"The screen before the game, and the only one that exists with no world built"
ui.start.load,Load a colony,ui.start,MS,"Every save in the folder, newest first"
ui.start.back,Back,ui.start,MS,"Back to the start screen"
ui.start.empty,No saved colonies,ui.start,MS,"Nothing in the Saves folder yet"
ui.start.unreadable,Cannot be opened,ui.start,MS,"A save this build does not understand. Listed rather than hidden, so a colony never simply disappears"
ui.newgame.seed,Seed,ui.newgame,MS,"The number the whole world comes from. Type one to play a board somebody else found"
ui.newgame.reroll,Reroll,ui.newgame,MS,"Deal another world. Never the one already in the box"
ui.newgame.start,Start,ui.newgame,MS,"Build the colony on the seed showing. Greyed while the box does not name one"
ui.newgame.colony,Colony name,ui.newgame,MS,"What this colony is called. Shown in the load list"
ui.newgame.defaultcolony,The Lost Buckets,ui.newgame,MS,"What a colony is called when nobody names it"
ui.newgame.size,Board size,ui.newgame,MS,"How much ground the colony has to grow into"
ui.newgame.size.small,Small,ui.newgame,MS,"80 x 80. Close quarters"
ui.newgame.size.standard,Standard,ui.newgame,MS,"120 x 120. The board every measurement was taken on"
ui.newgame.size.large,Large,ui.newgame,MS,"180 x 180, and deeper. Room to spread out"
ui.newgame.size.huge,Huge,ui.newgame,MS,"240 x 240. Twice the ground of the standard board"
ui.newgame.title,New game,ui.newgame,MS,"The board and the people, before anything is built"
ui.newgame.skills,Skills,ui.newgame,MS,"What this candidate can already do, and what they care about"
ui.newgame.traits,Traits,ui.newgame,MS,"What this candidate is like. Empty until traits exist"
ui.colonists.title,Your colonists,ui.colonists,MS,"The three people you take into the game"
ui.colonists.reroll,Reroll,ui.colonists,MS,"Deal a new set. Anyone you have kept stays"
ui.colonists.lock,Keep,ui.colonists,MS,"Hold on to this colonist through a reroll"
ui.occupation.nepo-rich-kid,Nepo Rich Kid,ui.occupation,MS,
ui.occupation.sofa-surfer,Sofa Surfer,ui.occupation,MS,
ui.occupation.carpenter,Carpenter,ui.occupation,MS,
ui.occupation.plumber,Plumber,ui.occupation,MS,
ui.occupation.electrician,Electrician,ui.occupation,MS,
ui.occupation.mechanic,Mechanic,ui.occupation,MS,
ui.occupation.butcher,Butcher,ui.occupation,MS,
ui.occupation.baker,Baker,ui.occupation,MS,
ui.occupation.welder,Welder,ui.occupation,MS,
ui.occupation.roofer,Roofer,ui.occupation,MS,
ui.occupation.locksmith,Locksmith,ui.occupation,MS,
ui.occupation.blacksmith,Blacksmith,ui.occupation,MS,
ui.occupation.mason,Mason,ui.occupation,MS,
ui.occupation.painter,Painter,ui.occupation,MS,
ui.occupation.tailor,Tailor,ui.occupation,MS,
ui.occupation.cobbler,Cobbler,ui.occupation,MS,
ui.occupation.farmer,Farmer,ui.occupation,MS,
ui.occupation.fisher,Fisher,ui.occupation,MS,
ui.occupation.miner,Miner,ui.occupation,MS,
ui.occupation.logger,Logger,ui.occupation,MS,
ui.occupation.hunter,Hunter,ui.occupation,MS,
ui.occupation.trapper,Trapper,ui.occupation,MS,
ui.occupation.forester,Forester,ui.occupation,MS,
ui.occupation.gardener,Gardener,ui.occupation,MS,
ui.occupation.cook,Cook,ui.occupation,MS,
ui.occupation.brewer,Brewer,ui.occupation,MS,
ui.occupation.paramedic,Paramedic,ui.occupation,MS,
ui.occupation.nurse,Nurse,ui.occupation,MS,
ui.occupation.veterinarian,Veterinarian,ui.occupation,MS,
ui.occupation.dentist,Dentist,ui.occupation,MS,
ui.occupation.pharmacist,Pharmacist,ui.occupation,MS,
ui.occupation.janitor,Janitor,ui.occupation,MS,
ui.occupation.refuse-collector,Refuse collector,ui.occupation,MS,
ui.occupation.security-guard,Security guard,ui.occupation,MS,
ui.occupation.firefighter,Firefighter,ui.occupation,MS,
ui.occupation.lorry-driver,Lorry driver,ui.occupation,MS,
ui.occupation.bus-driver,Bus driver,ui.occupation,MS,
ui.occupation.train-driver,Train driver,ui.occupation,MS,
ui.occupation.sailor,Sailor,ui.occupation,MS,
ui.occupation.pilot,Pilot,ui.occupation,MS,
ui.occupation.surveyor,Surveyor,ui.occupation,MS,
ui.occupation.machinist,Machinist,ui.occupation,MS,
ui.occupation.scaffolder,Scaffolder,ui.occupation,MS,
ui.occupation.glazier,Glazier,ui.occupation,MS,
ui.occupation.plasterer,Plasterer,ui.occupation,MS,
ui.occupation.bricklayer,Bricklayer,ui.occupation,MS,
ui.occupation.warehouse-worker,Warehouse worker,ui.occupation,MS,
ui.occupation.dock-worker,Dock worker,ui.occupation,MS,
ui.occupation.postal-worker,Postal worker,ui.occupation,MS,
ui.occupation.radio-operator,Radio operator,ui.occupation,MS,
ui.occupation.gunsmith,Gunsmith,ui.occupation,MS,
ui.occupation.dishwasher,Dishwasher,ui.occupation,MS,
ui.occupation.line-cook,Line cook,ui.occupation,MS,
ui.occupation.fast-food-cashier,Fast food cashier,ui.occupation,MS,
ui.occupation.kitchen-porter,Kitchen porter,ui.occupation,MS,
ui.occupation.table-clearer,Table clearer,ui.occupation,MS,
ui.occupation.shelf-stocker,Shelf stocker,ui.occupation,MS,
ui.occupation.grocery-bagger,Grocery bagger,ui.occupation,MS,
ui.occupation.cart-collector,Cart collector,ui.occupation,MS,
ui.occupation.retail-clerk,Retail clerk,ui.occupation,MS,
ui.occupation.street-sweeper,Street sweeper,ui.occupation,MS,
ui.occupation.window-cleaner,Window cleaner,ui.occupation,MS,
ui.occupation.housekeeper,Housekeeper,ui.occupation,MS,
ui.occupation.hotel-cleaner,Hotel cleaner,ui.occupation,MS,
ui.occupation.laundromat-attendant,Laundromat attendant,ui.occupation,MS,
ui.occupation.car-washer,Car washer,ui.occupation,MS,
ui.occupation.parking-attendant,Parking attendant,ui.occupation,MS,
ui.occupation.toll-booth-operator,Toll booth operator,ui.occupation,MS,
ui.occupation.petrol-station-clerk,Petrol station clerk,ui.occupation,MS,
ui.occupation.delivery-courier,Delivery courier,ui.occupation,MS,
ui.occupation.moving-labourer,Moving labourer,ui.occupation,MS,
ui.occupation.construction-labourer,Construction labourer,ui.occupation,MS,
ui.occupation.ditch-digger,Ditch digger,ui.occupation,MS,
ui.occupation.demolition-labourer,Demolition labourer,ui.occupation,MS,
ui.occupation.scrap-picker,Scrap picker,ui.occupation,MS,
ui.occupation.factory-packager,Factory packager,ui.occupation,MS,
ui.occupation.assembly-line-worker,Assembly line worker,ui.occupation,MS,
ui.occupation.fruit-picker,Fruit picker,ui.occupation,MS,
ui.occupation.farmhand,Farmhand,ui.occupation,MS,
ui.occupation.stable-hand,Stable hand,ui.occupation,MS,
ui.occupation.yard-labourer,Yard labourer,ui.occupation,MS,
ui.occupation.cemetery-gravedigger,Cemetery gravedigger,ui.occupation,MS,
ui.occupation.bouncer,Bouncer,ui.occupation,MS,
ui.occupation.night-watch,Night watch,ui.occupation,MS,
ui.occupation.dog-walker,Dog walker,ui.occupation,MS,
ui.occupation.pet-groomer-assistant,Pet groomer assistant,ui.occupation,MS,
ui.occupation.leaf-raker,Leaf raker,ui.occupation,MS,
ui.occupation.snow-shoveler,Snow shoveler,ui.occupation,MS,
ui.occupation.furniture-mover,Furniture mover,ui.occupation,MS,
ui.occupation.pallet-stacker,Pallet stacker,ui.occupation,MS,
ui.occupation.newspaper-deliverer,Newspaper deliverer,ui.occupation,MS,
ui.occupation.flyer-distributor,Flyer distributor,ui.occupation,MS,
ui.occupation.entrepreneur,Entrepreneur,ui.occupation,MS,
ui.occupation.influencer,Influencer,ui.occupation,MS,
ui.occupation.unemployed,Unemployed,ui.occupation,MS,
ui.occupation.gambler,Gambler,ui.occupation,MS,
ui.occupation.jewellery-maker,Jewellery maker,ui.occupation,MS,
ui.occupation.journalist,Journalist,ui.occupation,MS,
ui.occupation.tv-presenter,TV presenter,ui.occupation,MS,
ui.occupation.investor,Investor,ui.occupation,MS,
ui.occupation.sports-professional,Sports professional,ui.occupation,MS,
ui.occupation.accountant,Accountant,ui.occupation,MS,
ui.occupation.bank-clerk,Bank clerk,ui.occupation,MS,
ui.occupation.estate-agent,Estate agent,ui.occupation,MS,
ui.occupation.insurance-clerk,Insurance clerk,ui.occupation,MS,
ui.occupation.civil-servant,Civil servant,ui.occupation,MS,
ui.occupation.receptionist,Receptionist,ui.occupation,MS,
ui.occupation.call-centre-operator,Call centre operator,ui.occupation,MS,
ui.occupation.debt-collector,Debt collector,ui.occupation,MS,
ui.occupation.market-trader,Market trader,ui.occupation,MS,
ui.occupation.pawnbroker,Pawnbroker,ui.occupation,MS,
ui.occupation.teacher,Teacher,ui.occupation,MS,
ui.occupation.lecturer,Lecturer,ui.occupation,MS,
ui.occupation.librarian,Librarian,ui.occupation,MS,
ui.occupation.translator,Translator,ui.occupation,MS,
ui.occupation.archivist,Archivist,ui.occupation,MS,
ui.occupation.musician,Musician,ui.occupation,MS,
ui.occupation.actor,Actor,ui.occupation,MS,
ui.occupation.dj,DJ,ui.occupation,MS,
ui.occupation.photographer,Photographer,ui.occupation,MS,
ui.occupation.illustrator,Illustrator,ui.occupation,MS,
ui.occupation.tattooist,Tattooist,ui.occupation,MS,
ui.occupation.busker,Busker,ui.occupation,MS,
ui.occupation.novelist,Novelist,ui.occupation,MS,
ui.occupation.software-developer,Software developer,ui.occupation,MS,
ui.occupation.it-support,IT support,ui.occupation,MS,
ui.occupation.lab-technician,Lab technician,ui.occupation,MS,
ui.occupation.research-chemist,Research chemist,ui.occupation,MS,
ui.occupation.civil-engineer,Civil engineer,ui.occupation,MS,
ui.occupation.architect,Architect,ui.occupation,MS,
ui.occupation.meteorologist,Meteorologist,ui.occupation,MS,
ui.occupation.physiotherapist,Physiotherapist,ui.occupation,MS,
ui.occupation.optician,Optician,ui.occupation,MS,
ui.occupation.midwife,Midwife,ui.occupation,MS,
ui.occupation.care-assistant,Care assistant,ui.occupation,MS,
ui.occupation.social-worker,Social worker,ui.occupation,MS,
ui.occupation.counsellor,Counsellor,ui.occupation,MS,
ui.occupation.soldier,Soldier,ui.occupation,MS,
ui.occupation.police-officer,Police officer,ui.occupation,MS,
ui.occupation.prison-officer,Prison officer,ui.occupation,MS,
ui.occupation.lifeguard,Lifeguard,ui.occupation,MS,
ui.occupation.coastguard,Coastguard,ui.occupation,MS,
ui.occupation.barista,Barista,ui.occupation,MS,
ui.occupation.bartender,Bartender,ui.occupation,MS,
ui.occupation.waiter,Waiter,ui.occupation,MS,
ui.occupation.fishmonger,Fishmonger,ui.occupation,MS,
ui.occupation.greengrocer,Greengrocer,ui.occupation,MS,
ui.occupation.cheesemaker,Cheesemaker,ui.occupation,MS,
ui.occupation.tiler,Tiler,ui.occupation,MS,
ui.occupation.upholsterer,Upholsterer,ui.occupation,MS,
ui.occupation.carpet-fitter,Carpet fitter,ui.occupation,MS,
ui.occupation.sign-writer,Sign writer,ui.occupation,MS,
ui.occupation.chimney-sweep,Chimney sweep,ui.occupation,MS,
ui.occupation.tree-surgeon,Tree surgeon,ui.occupation,MS,
ui.occupation.pest-controller,Pest controller,ui.occupation,MS,
ui.occupation.landscaper,Landscaper,ui.occupation,MS,
ui.occupation.crane-operator,Crane operator,ui.occupation,MS,
ui.occupation.forklift-driver,Forklift driver,ui.occupation,MS,
ui.occupation.beekeeper,Beekeeper,ui.occupation,MS,
ui.occupation.shepherd,Shepherd,ui.occupation,MS,
ui.occupation.dairy-hand,Dairy hand,ui.occupation,MS,
ui.occupation.kennel-hand,Kennel hand,ui.occupation,MS,
ui.occupation.hairdresser,Hairdresser,ui.occupation,MS,
ui.occupation.barber,Barber,ui.occupation,MS,
ui.occupation.beautician,Beautician,ui.occupation,MS,
ui.occupation.fitness-instructor,Fitness instructor,ui.occupation,MS,
ui.occupation.student,Student,ui.occupation,MS,
ui.occupation.drifter,Drifter,ui.occupation,MS,
ui.occupation.squatter,Squatter,ui.occupation,MS,
ui.occupation.conspiracy-blogger,Conspiracy blogger,ui.occupation,MS,
ui.occupation.doomsday-prepper,Doomsday prepper,ui.occupation,MS,
ui.occupation.lottery-winner,Lottery winner,ui.occupation,MS,
ui.occupation.smuggler,Smuggler,ui.occupation,MS,
ui.occupation.petty-thief,Petty thief,ui.occupation,MS,
ui.storage.priority.last,Last,ui.storage.priority,M3,Filled only when every other store is full
ui.storage.priority.low,Low,ui.storage.priority,M3,Overflow. Take from here before anywhere else
ui.storage.priority.normal,Normal,ui.storage.priority,M3,What a store is unless you say otherwise
ui.storage.priority.preferred,Preferred,ui.storage.priority,M3,Filled before an ordinary store
ui.storage.priority.urgent,Urgent,ui.storage.priority,M3,Filled first. Things already stored elsewhere are moved here
ui.storage.preset.everything,Everything,ui.storage.preset,M3,"Accept every kind of thing, including ones added later"
ui.storage.preset.nothing,Nothing,ui.storage.preset,M3,"Accept nothing, then tick what belongs"
ui.res.category.food,Food,ui.res.category,M3,"Anything a colonist can eat, cooked or raw"
ui.res.category.medicine,Medicine,ui.res.category,M3,What tending draws on
ui.res.category.materials,Materials,ui.res.category,M3,"What things are made of, and what mining and felling leave behind"
ui.res.category.books,Books,ui.res.category,M3,Research obtained elsewhere rather than worked out here
ui.res.category.items,Items,ui.res.category,M3,"Made things that are carried, worn or used"
ui.res.category.weapons,Weapons,ui.res.category,M3,What a colonist fights with
ui.tab.storage,Storage,ui.tab,M3,"What a store takes, and how much it matters"
ui.tab.tile,Tile,ui.tab,M3,"The ground itself, under whatever is standing on it"
